1.00E+00+1.01E-14i, 5.69E-17-1.01E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.19E-14i, 0.00E+00+0.00E+00i, 0.00E+00+0.00E+00i, 
1.00E+00+1.01E-14i, -5.69E-17+1.01E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.05E-02i, 1.24E-16-1.19E-14i, -1.36E-29-5.20E-36i, 
1.00E+00+1.05E-02i, 0.00E+00+0.00E+00i, -4.80E-30-5.20E-36i, 
1.00E+00+1.05E-02i, -1.24E-16+1.19E-14i, -1.22E-30-5.20E-36i, 
1.00E+00+2.09E-02i, 1.54E-16-1.01E-14i, -3.40E-30-1.04E-35i, 
1.00E+00+2.09E-02i, 0.00E+00+0.00E+00i, -2.43E-30-1.04E-35i, 
1.00E+00+2.09E-02i, -1.54E-16+1.01E-14i, -1.20E-30-1.04E-35i, 
1.00E+00+1.19E-14i, 6.63E-17-1.19E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.40E-14i, 4.80E-30+0.00E+00i, 0.00E+00+0.00E+00i, 
1.00E+00+1.19E-14i, -6.63E-17+1.19E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.05E-02i, 1.47E-16-1.40E-14i, -4.80E-30-5.20E-36i, 
1.00E+00+1.05E-02i, 2.61E-30+0.00E+00i, -2.61E-30-5.20E-36i, 
1.00E+00+1.05E-02i, -1.47E-16+1.40E-14i, -9.24E-31-5.20E-36i, 
1.00E+00+2.09E-02i, 1.82E-16-1.19E-14i, -2.43E-30-1.04E-35i, 
1.00E+00+2.09E-02i, 9.24E-31+0.00E+00i, -1.85E-30-1.04E-35i, 
1.00E+00+2.09E-02i, -1.82E-16+1.19E-14i, -1.01E-30-1.04E-35i, 
1.00E+00+1.01E-14i, 5.69E-17-1.01E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.19E-14i, 2.43E-30+0.00E+00i, 0.00E+00+0.00E+00i, 
1.00E+00+1.01E-14i, -5.69E-17+1.01E-14i, 0.00E+00+0.00E+00i, 
1.00E+00+1.05E-02i, 1.24E-16-1.19E-14i, -1.22E-30-5.20E-36i, 
1.00E+00+1.05E-02i, 1.85E-30+0.00E+00i, -9.24E-31-5.20E-36i, 
1.00E+00+1.05E-02i, -1.24E-16+1.19E-14i, -5.03E-31-5.20E-36i, 
1.00E+00+2.09E-02i, 1.54E-16-1.01E-14i, -1.20E-30-1.04E-35i, 
1.00E+00+2.09E-02i, 9.98E-31+0.00E+00i, -1.01E-30-1.04E-35i, 
1.00E+00+2.09E-02i, -1.54E-16+1.01E-14i, -6.54E-31-1.04E-35i, 
